#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Agresividad,Resistencia,Movilidad,Especialista ofensivo,Especialista defensivo,Balanceado
154,Meganium,Grass,,525,80,82,100,83,100,80,2,False,0.3142857142857143,0.5333333333333333,0.1523809523809524,0.0019047619047619048,0.0,8.902246907382429
155,Cyndaquil,Fire,,309,39,52,43,60,50,65,2,False,0.36245954692556637,0.42718446601941745,0.21035598705501618,0.025889967637540454,0.022653721682847898,8.99536917900909
156,Quilava,Fire,,405,58,64,58,80,65,80,2,False,0.35555555555555557,0.4469135802469136,0.19753086419753085,0.03950617283950617,0.01728395061728395,9.233092656309694
157,Typhlosion,Fire,,534,78,84,78,109,85,100,2,False,0.36142322097378277,0.45131086142322097,0.18726591760299627,0.04681647940074907,0.013108614232209739,11.575836902790225
158,Totodile,Water,,314,50,65,64,44,48,43,2,False,0.3471337579617834,0.5159235668789809,0.13694267515923567,0.06687898089171974,0.050955414012738856,8.919392106839767
159,Croconaw,Water,,405,65,80,80,59,63,58,2,False,0.3432098765432099,0.5135802469135803,0.14320987654320988,0.05185185185185185,0.04197530864197531,9.142392101268317
160,Feraligatr,Water,,530,85,105,100,79,83,78,2,False,0.3471698113207547,0.5056603773584906,0.1471698113207547,0.04905660377358491,0.03207547169811321,10.386957633921922
161,Sentret,Normal,,215,35,46,34,35,45,20,2,False,0.3767441860465116,0.5302325581395348,0.09302325581395349,0.05116279069767442,0.05116279069767442,8.591015979239915
162,Furret,Normal,,415,85,76,64,45,55,90,2,False,0.29156626506024097,0.491566265060241,0.21686746987951808,0.0746987951807229,0.021686746987951807,16.035550782211658
163,Hoothoot,Normal,Flying,262,60,30,30,36,56,50,2,False,0.25190839694656486,0.5572519083969466,0.19083969465648856,0.022900763358778626,0.09923664122137404,12.188336865854813
164,Noctowl,Normal,Flying,442,100,50,50,76,96,70,2,False,0.2850678733031674,0.5565610859728507,0.1583710407239819,0.058823529411764705,0.10407239819004525,19.71181258929669
165,Ledyba,Bug,Flying,265,40,20,30,40,80,55,2,False,0.22641509433962265,0.5660377358490566,0.20754716981132076,0.07547169811320754,0.18867924528301888,19.238993967691993
166,Ledian,Bug,Flying,390,55,35,50,55,110,85,2,False,0.23076923076923078,0.5512820512820513,0.21794871794871795,0.05128205128205128,0.15384615384615385,25.0
167,Spinarak,Bug,Poison,250,40,60,40,40,40,30,2,False,0.4,0.48,0.12,0.08,0.0,8.975274678557506
168,Ariados,Bug,Poison,390,70,90,70,60,60,40,2,False,0.38461538461538464,0.5128205128205128,0.10256410256410256,0.07692307692307693,0.02564102564102564,15.0
169,Crobat,Poison,Flying,535,85,90,80,70,80,130,2,False,0.29906542056074764,0.45794392523364486,0.24299065420560748,0.037383177570093455,0.0,19.238993967691993
170,Chinchou,Water,Electric,330,75,38,38,56,56,67,2,False,0.28484848484848485,0.5121212121212121,0.20303030303030303,0.05454545454545454,0.05454545454545454,13.686976778431873
171,Lanturn,Water,Electric,460,125,58,58,76,76,67,2,False,0.29130434782608694,0.5630434782608695,0.14565217391304347,0.0391304347826087,0.0391304347826087,22.830291768223688
172,Pichu,Electric,,205,20,40,15,35,35,60,2,False,0.36585365853658536,0.34146341463414637,0.2926829268292683,0.024390243902439025,0.0975609756097561,14.55354099714415
173,Cleffa,Fairy,,218,50,25,28,45,55,15,2,False,0.3211009174311927,0.6100917431192661,0.06880733944954129,0.09174311926605505,0.12385321100917432,14.510532573119276
174,Igglybuff,Normal,Fairy,210,90,30,15,40,20,15,2,False,0.3333333333333333,0.5952380952380952,0.07142857142857142,0.047619047619047616,0.023809523809523808,26.14064523559687
175,Togepi,Fairy,,245,35,20,65,40,65,20,2,False,0.24489795918367346,0.673469387755102,0.08163265306122448,0.08163265306122448,0.0,18.57791400800663
176,Togetic,Fairy,Flying,405,55,40,85,80,105,40,2,False,0.2962962962962963,0.6049382716049383,0.09876543209876543,0.09876543209876543,0.04938271604938271,24.281337140555777
177,Natu,Psychic,Flying,320,40,50,45,70,45,70,2,False,0.375,0.40625,0.21875,0.0625,0.0,12.133516482134196
178,Xatu,Psychic,Flying,470,65,75,70,95,70,95,2,False,0.3617021276595745,0.43617021276595747,0.20212765957446807,0.0425531914893617,0.0,12.133516482134198
179,Mareep,Electric,,280,55,40,40,65,45,35,2,False,0.375,0.5,0.125,0.08928571428571429,0.017857142857142856,10.274023338281628
180,Flaaffy,Electric,,365,70,55,55,80,60,45,2,False,0.3698630136986301,0.5068493150684932,0.1232876712328767,0.0684931506849315,0.0136986301369863,11.334558757279535
181,Ampharos,Electric,,510,90,75,85,115,90,55,2,False,0.37254901960784315,0.5196078431372549,0.10784313725490197,0.0784313725490196,0.00980392156862745,18.027756377319946
181,AmpharosMega Ampharos,Electric,Dragon,610,90,95,105,165,110,45,2,False,0.4262295081967213,0.5,0.07377049180327869,0.11475409836065574,0.00819672131147541,35.316033500695156
182,Bellossom,Grass,,490,75,80,95,90,100,50,2,False,0.3469387755102041,0.5510204081632653,0.10204081632653061,0.02040816326530612,0.01020408163265306,16.49915822768611
183,Marill,Water,Fairy,250,70,20,50,20,50,40,2,False,0.16,0.68,0.16,0.0,0.0,17.716909687891082
184,Azumarill,Water,Fairy,420,100,50,80,60,80,50,2,False,0.2619047619047619,0.6190476190476191,0.11904761904761904,0.023809523809523808,0.0,18.257418583505537
185,Sudowoodo,Rock,,410,70,100,115,30,65,30,2,False,0.3170731707317073,0.6097560975609756,0.07317073170731707,0.17073170731707318,0.12195121951219512,31.972210155418132
186,Politoed,Water,,500,90,75,75,90,100,70,2,False,0.33,0.53,0.14,0.03,0.05,10.671873729054749
187,Hoppip,Grass,Flying,250,35,35,40,35,55,50,2,False,0.28,0.52,0.2,0.0,0.06,7.993052538854533
188,Skiploom,Grass,Flying,340,55,45,50,45,65,80,2,False,0.2647058823529412,0.5,0.23529411764705882,0.0,0.04411764705882353,12.472191289246473
189,Jumpluff,Grass,Flying,460,75,55,70,55,95,110,2,False,0.2391304347826087,0.5217391304347826,0.2391304347826087,0.0,0.05434782608695652,20.13840995599095
190,Aipom,Normal,,360,55,70,55,40,55,85,2,False,0.3055555555555556,0.4583333333333333,0.2361111111111111,0.08333333333333333,0.0,14.142135623730951
191,Sunkern,Grass,,180,30,30,30,30,30,30,2,False,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0
192,Sunflora,Grass,,425,75,75,55,105,85,30,2,False,0.4235294117647059,0.5058823529411764,0.07058823529411765,0.07058823529411765,0.07058823529411765,23.52599035582184
193,Yanma,Bug,Flying,390,65,65,45,75,45,95,2,False,0.358974358974359,0.3974358974358974,0.24358974358974358,0.02564102564102564,0.0,17.320508075688775
194,Wooper,Water,Ground,210,55,45,45,25,25,15,2,False,0.3333333333333333,0.5952380952380952,0.07142857142857142,0.09523809523809523,0.09523809523809523,14.142135623730951
195,Quagsire,Water,Ground,430,95,85,85,65,65,35,2,False,0.3488372093023256,0.5697674418604651,0.08139534883720931,0.046511627906976744,0.046511627906976744,19.720265943665385
196,Espeon,Psychic,,525,65,65,60,130,95,110,2,False,0.37142857142857144,0.41904761904761906,0.20952380952380953,0.12380952380952381,0.06666666666666667,26.25991876098122
197,Umbreon,Dark,,525,95,65,110,60,130,65,2,False,0.23809523809523808,0.638095238095238,0.12380952380952381,0.009523809523809525,0.0380952380952381,26.25991876098122
198,Murkrow,Dark,Flying,405,60,85,42,85,42,91,2,False,0.41975308641975306,0.35555555555555557,0.22469135802469137,0.0,0.0,20.5
199,Slowking,Water,Psychic,490,95,75,80,100,110,30,2,False,0.35714285714285715,0.5816326530612245,0.061224489795918366,0.05102040816326531,0.061224489795918366,25.92724864350674
200,Misdreavus,Ghost,,435,60,60,60,85,85,85,2,False,0.3333333333333333,0.47126436781609193,0.19540229885057472,0.05747126436781609,0.05747126436781609,12.5
201,Unown,Psychic,,336,48,72,48,72,48,48,2,False,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.0,0.0,11.313708498984761
202,Wobbuffet,Psychic,,405,190,33,58,33,58,33,2,False,0.16296296296296298,0.7555555555555555,0.08148148148148149,0.0,0.0,55.9128786595718
203,Girafarig,Normal,Psychic,455,70,80,65,90,65,85,2,False,0.37362637362637363,0.43956043956043955,0.18681318681318682,0.02197802197802198,0.0,9.753916592266355
204,Pineco,Bug,,290,50,65,90,35,35,15,2,False,0.3448275862068966,0.603448275862069,0.05172413793103448,0.10344827586206896,0.1896551724137931,24.094720491334932
205,Forretress,Bug,Steel,465,75,90,140,60,60,40,2,False,0.3225806451612903,0.5913978494623656,0.08602150537634409,0.06451612903225806,0.17204301075268819,31.85252475602732
206,Dunsparce,Normal,,415,100,70,70,65,65,45,2,False,0.3253012048192771,0.5662650602409639,0.10843373493975904,0.012048192771084338,0.012048192771084338,16.180406532456335
207,Gligar,Ground,Flying,430,65,75,105,35,65,85,2,False,0.2558139534883721,0.5465116279069767,0.19767441860465115,0.09302325581395349,0.09302325581395349,21.343747458109497
208,Steelix,Steel,Ground,510,75,85,200,55,65,30,2,False,0.27450980392156865,0.6666666666666666,0.058823529411764705,0.058823529411764705,0.2647058823529412,54.23713365090993
208,SteelixMega Steelix,Steel,Ground,610,75,125,230,55,95,30,2,False,0.29508196721311475,0.6557377049180327,0.04918032786885246,0.11475409836065574,0.22131147540983606,64.65721580423607
209,Snubbull,Fairy,,300,60,80,50,40,40,30,2,False,0.4,0.5,0.1,0.13333333333333333,0.03333333333333333,16.32993161855452
210,Granbull,Fairy,,450,90,120,75,60,60,45,2,False,0.4,0.5,0.1,0.13333333333333333,0.03333333333333333,24.49489742783178
211,Qwilfish,Water,Poison,430,65,95,75,55,55,85,2,False,0.3488372093023256,0.45348837209302323,0.19767441860465115,0.09302325581395349,0.046511627906976744,14.907119849998598
212,Scizor,Bug,Steel,500,70,130,100,55,80,65,2,False,0.37,0.5,0.13,0.15,0.04,25.110865288865607
212,ScizorMega Scizor,Bug,Steel,600,70,150,140,65,100,75,2,False,0.35833333333333334,0.5166666666666667,0.125,0.14166666666666666,0.06666666666666667,33.78855822118882
213,Shuckle,Bug,Rock,505,20,10,230,10,230,5,2,False,0.039603960396039604,0.9504950495049505,0.009900990099009901,0.0,0.0,103.21565880341132
214,Heracross,Bug,Fighting,500,80,125,75,40,95,85,2,False,0.33,0.5,0.17,0.17,0.04,25.276251480171837
214,HeracrossMega Heracross,Bug,Fighting,600,80,185,115,40,105,75,2,False,0.375,0.5,0.125,0.24166666666666667,0.016666666666666666,44.90731195102493
215,Sneasel,Dark,Ice,430,55,95,55,35,75,115,2,False,0.3023255813953488,0.43023255813953487,0.26744186046511625,0.13953488372093023,0.046511627906976744,26.874192494328497
216,Teddiursa,Normal,,330,60,80,50,50,50,40,2,False,0.3939393939393939,0.48484848484848486,0.12121212121212122,0.09090909090909091,0.0,12.583057392117917
217,Ursaring,Normal,,500,90,130,75,75,75,55,2,False,0.41,0.48,0.11,0.11,0.0,23.21398046197353
218,Slugma,Fire,,250,40,40,40,70,40,20,2,False,0.44,0.48,0.08,0.12,0.0,14.624940645653536
219,Magcargo,Fire,Rock,410,50,50,120,80,80,30,2,False,0.3170731707317073,0.6097560975609756,0.07317073170731707,0.07317073170731707,0.0975609756097561,29.1070819942883
220,Swinub,Ice,Ground,250,50,50,40,30,30,50,2,False,0.32,0.48,0.2,0.08,0.04,8.975274678557506
221,Piloswine,Ice,Ground,450,100,100,80,60,60,50,2,False,0.35555555555555557,0.5333333333333333,0.1111111111111111,0.08888888888888889,0.044444444444444446,19.790570145063196
222,Corsola,Water,Rock,380,55,55,85,65,85,35,2,False,0.3157894736842105,0.5921052631578947,0.09210526315789473,0.02631578947368421,0.0,17.716909687891082
223,Remoraid,Water,,300,35,65,35,65,35,65,2,False,0.43333333333333335,0.35,0.21666666666666667,0.0,0.0,15.0
224,Octillery,Water,,480,75,105,75,105,75,45,2,False,0.4375,0.46875,0.09375,0.0,0.0,20.615528128088304
225,Delibird,Ice,Flying,330,45,55,45,65,45,75,2,False,0.36363636363636365,0.4090909090909091,0.22727272727272727,0.030303030303030304,0.0,11.547005383792516
226,Mantine,Water,Flying,465,65,40,70,80,140,70,2,False,0.25806451612903225,0.5913978494623656,0.15053763440860216,0.08602150537634409,0.15053763440860216,30.516389039334257
227,Skarmory,Steel,Flying,465,65,80,140,40,70,70,2,False,0.25806451612903225,0.5913978494623656,0.15053763440860216,0.08602150537634409,0.15053763440860216,30.516389039334257
228,Houndour,Dark,Fire,330,45,60,30,80,50,65,2,False,0.42424242424242425,0.3787878787878788,0.19696969696969696,0.06060606060606061,0.06060606060606061,15.811388300841896
229,Houndoom,Dark,Fire,500,75,90,50,110,80,95,2,False,0.4,0.41,0.19,0.04,0.06,18.633899812498246
229,HoundoomMega Houndoom,Dark,Fire,600,75,90,90,140,90,115,2,False,0.38333333333333336,0.425,0.19166666666666668,0.08333333333333333,0.0,21.40872096444188
230,Kingdra,Water,Dragon,540,75,95,95,95,95,85,2,False,0.35185185185185186,0.49074074074074076,0.1574074074074074,0.0,0.0,7.637626158259733
231,Phanpy,Ground,,330,90,60,60,40,40,40,2,False,0.30303030303030304,0.5757575757575758,0.12121212121212122,0.06060606060606061,0.06060606060606061,18.027756377319946
232,Donphan,Ground,,500,90,120,120,60,60,50,2,False,0.36,0.54,0.1,0.12,0.12,28.674417556808756
233,Porygon2,Normal,,515,85,80,90,105,95,60,2,False,0.3592233009708738,0.5242718446601942,0.11650485436893204,0.04854368932038835,0.009708737864077669,13.969212178533509
234,Stantler,Normal,,465,73,95,62,85,65,85,2,False,0.3870967741935484,0.43010752688172044,0.1827956989247312,0.021505376344086023,0.0064516129032258064,11.800423721205947
235,Smeargle,Normal,,250,55,20,35,20,45,75,2,False,0.16,0.54,0.3,0.0,0.04,19.507833184532707
236,Tyrogue,Fighting,,210,35,35,35,35,35,35,2,False,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0
237,Hitmontop,Fighting,,455,50,95,95,35,110,70,2,False,0.2857142857142857,0.5604395604395604,0.15384615384615385,0.13186813186813187,0.03296703296703297,26.67968432263687
238,Smoochum,Ice,Psychic,305,45,30,15,85,65,65,2,False,0.3770491803278688,0.4098360655737705,0.21311475409836064,0.18032786885245902,0.16393442622950818,23.52599035582184
239,Elekid,Electric,,360,45,63,37,65,55,95,2,False,0.35555555555555557,0.38055555555555554,0.2638888888888889,0.005555555555555556,0.05,18.430047929038782
240,Magby,Fire,,365,45,75,37,70,55,83,2,False,0.3972602739726027,0.37534246575342467,0.2273972602739726,0.0136986301369863,0.049315068493150684,16.47641411904369
241,Miltank,Normal,,490,95,80,105,40,70,100,2,False,0.24489795918367346,0.5510204081632653,0.20408163265306123,0.08163265306122448,0.07142857142857142,22.110831935702667
242,Blissey,Normal,,540,255,10,10,75,135,55,2,False,0.1574074074074074,0.7407407407407407,0.10185185185185185,0.12037037037037036,0.23148148148148148,85.14693182963201
243,Raikou,Electric,,580,90,85,75,115,100,115,2,True,0.3448275862068966,0.45689655172413796,0.19827586206896552,0.05172413793103448,0.04310344827586207,14.907119849998598
244,Entei,Fire,,580,115,115,85,90,75,100,2,True,0.35344827586206895,0.47413793103448276,0.1724137931034483,0.04310344827586207,0.017241379310344827,14.907119849998598
245,Suicune,Water,,580,100,75,115,90,115,85,2,True,0.28448275862068967,0.5689655172413793,0.14655172413793102,0.02586206896551724,0.0,14.907119849998598
246,Larvitar,Rock,Ground,300,50,64,50,45,50,41,2,False,0.36333333333333334,0.5,0.13666666666666666,0.06333333333333334,0.0,7.094598884597588
247,Pupitar,Rock,Ground,410,70,84,70,65,70,51,2,False,0.36341463414634145,0.5121951219512195,0.12439024390243902,0.046341463414634146,0.0,9.706813185707357
248,Tyranitar,Rock,Dark,600,100,134,110,95,100,61,2,False,0.38166666666666665,0.5166666666666667,0.10166666666666667,0.065,0.016666666666666666,21.61018278497431
248,TyranitarMega Tyranitar,Rock,Dark,700,100,164,150,95,120,71,2,False,0.37,0.5285714285714286,0.10142857142857142,0.09857142857142857,0.04285714285714286,32.13340248955214
249,Lugia,Psychic,Flying,680,106,90,130,90,154,110,2,True,0.2647058823529412,0.5735294117647058,0.16176470588235295,0.0,0.03529411764705882,22.676468468926597
250,Ho-oh,Fire,Flying,680,106,130,90,110,154,90,2,True,0.35294117647058826,0.5147058823529411,0.1323529411764706,0.029411764705882353,0.09411764705882353,22.6764684689266
251,Celebi,Psychic,Grass,600,100,100,100,100,100,100,2,False,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0
252,Treecko,Grass,,310,40,45,35,65,55,70,3,False,0.3548387096774194,0.41935483870967744,0.22580645161290322,0.06451612903225806,0.06451612903225806,12.801909579781013
253,Grovyle,Grass,,405,50,65,45,85,65,95,3,False,0.37037037037037035,0.3950617283950617,0.2345679012345679,0.04938271604938271,0.04938271604938271,17.73649721149397
254,Sceptile,Grass,,530,70,85,65,105,85,120,3,False,0.3584905660377358,0.41509433962264153,0.22641509433962265,0.03773584905660377,0.03773584905660377,19.075871903765997
254,SceptileMega Sceptile,Grass,Dragon,630,70,110,75,145,85,145,3,False,0.40476190476190477,0.36507936507936506,0.23015873015873015,0.05555555555555555,0.015873015873015872,30.956959368344517
255,Torchic,Fire,,310,45,60,40,70,50,45,3,False,0.41935483870967744,0.43548387096774194,0.14516129032258066,0.03225806451612903,0.03225806451612903,10.274023338281626
256,Combusken,Fire,Fighting,405,60,85,60,85,60,55,3,False,0.41975308641975306,0.4444444444444444,0.13580246913580246,0.0,0.0,12.5
257,Blaziken,Fire,Fighting,530,80,120,70,110,70,80,3,False,0.4339622641509434,0.41509433962264153,0.1509433962264151,0.018867924528301886,0.0,19.507833184532707
257,BlazikenMega Blaziken,Fire,Fighting,630,80,160,80,130,80,100,3,False,0.4603174603174603,0.38095238095238093,0.15873015873015872,0.047619047619047616,0.0,30.4138126514911
258,Mudkip,Water,,310,50,70,50,50,50,40,3,False,0.3870967741935484,0.4838709677419355,0.12903225806451613,0.06451612903225806,0.0,8.975274678557506
259,Marshtomp,Water,Ground,405,70,85,70,60,70,50,3,False,0.35802469135802467,0.5185185185185185,0.12345679012345678,0.06172839506172839,0.0,10.70436048222094
260,Swampert,Water,Ground,535,100,110,90,85,90,60,3,False,0.3644859813084112,0.5233644859813084,0.11214953271028037,0.04672897196261682,0.0,15.388487760516156
260,SwampertMega Swampert,Water,Ground,635,100,150,110,95,110,70,3,False,0.3858267716535433,0.5039370078740157,0.11023622047244094,0.08661417322834646,0.0,23.87758130315734
261,Poochyena,Dark,,220,35,55,35,30,30,35,3,False,0.38636363636363635,0.45454545454545453,0.1590909090909091,0.11363636363636363,0.022727272727272728,8.498365855987974
262,Mightyena,Dark,,420,70,90,70,60,60,70,3,False,0.35714285714285715,0.47619047619047616,0.16666666666666666,0.07142857142857142,0.023809523809523808,10.0
263,Zigzagoon,Normal,,240,38,30,41,30,41,60,3,False,0.25,0.5,0.25,0.0,0.0,10.04987562112089
264,Linoone,Normal,,420,78,70,61,50,61,100,3,False,0.2857142857142857,0.47619047619047616,0.23809523809523808,0.047619047619047616,0.0,15.947831618540915
265,Wurmple,Bug,,195,45,45,35,20,30,20,3,False,0.3333333333333333,0.5641025641025641,0.10256410256410256,0.1282051282051282,0.02564102564102564,10.307764064044152
266,Silcoon,Bug,,205,50,35,55,25,25,15,3,False,0.2926829268292683,0.6341463414634146,0.07317073170731707,0.04878048780487805,0.14634146341463414,14.264368973853074
267,Beautifly,Bug,Flying,395,60,70,50,100,50,65,3,False,0.43037974683544306,0.4050632911392405,0.16455696202531644,0.0759493670886076,0.0,16.935334527417982
268,Cascoon,Bug,,205,50,35,55,25,25,15,3,False,0.2926829268292683,0.6341463414634146,0.07317073170731707,0.04878048780487805,0.14634146341463414,14.264368973853074
269,Dustox,Bug,Poison,385,60,50,70,50,90,65,3,False,0.2597402597402597,0.5714285714285714,0.16883116883116883,0.0,0.05194805194805195,13.66768288904727
270,Lotad,Water,Grass,220,40,30,30,40,50,30,3,False,0.3181818181818182,0.5454545454545454,0.13636363636363635,0.045454545454545456,0.09090909090909091,7.453559924999299
271,Lombre,Water,Grass,340,60,50,50,60,70,50,3,False,0.3235294117647059,0.5294117647058824,0.14705882352941177,0.029411764705882353,0.058823529411764705,7.453559924999299
272,Ludicolo,Water,Grass,480,80,70,70,90,100,70,3,False,0.3333333333333333,0.5208333333333334,0.14583333333333334,0.041666666666666664,0.0625,11.547005383792516
273,Seedot,Grass,,220,40,40,50,30,30,30,3,False,0.3181818181818182,0.5454545454545454,0.13636363636363635,0.045454545454545456,0.09090909090909091,7.453559924999299
274,Nuzleaf,Grass,Dark,340,70,70,40,60,40,60,3,False,0.38235294117647056,0.4411764705882353,0.17647058823529413,0.029411764705882353,0.0,12.47219128924647
275,Shiftry,Grass,Dark,480,90,100,60,90,60,80,3,False,0.3958333333333333,0.4375,0.16666666666666666,0.020833333333333332,0.0,15.275252316519467
276,Taillow,Normal,Flying,270,40,55,30,30,30,85,3,False,0.3148148148148148,0.37037037037037035,0.3148148148148148,0.09259259259259259,0.0,20.0
277,Swellow,Normal,Flying,430,60,85,60,50,50,125,3,False,0.313953488372093,0.3953488372093023,0.29069767441860467,0.08139534883720931,0.023255813953488372,26.562295750848712
278,Wingull,Water,Flying,270,40,30,30,55,30,85,3,False,0.3148148148148148,0.37037037037037035,0.3148148148148148,0.09259259259259259,0.0,20.0
279,Pelipper,Water,Flying,430,60,50,100,85,70,65,3,False,0.313953488372093,0.5348837209302325,0.1511627906976744,0.08139534883720931,0.06976744186046512,16.49915822768611
280,Ralts,Psychic,Fairy,198,28,25,25,45,35,40,3,False,0.35353535353535354,0.4444444444444444,0.20202020202020202,0.10101010101010101,0.050505050505050504,7.637626158259733
281,Kirlia,Psychic,Fairy,278,38,35,35,65,55,50,3,False,0.3597122302158273,0.460431654676259,0.17985611510791366,0.1079136690647482,0.07194244604316546,11.279282877125754
282,Gardevoir,Psychic,Fairy,518,68,65,65,125,115,80,3,False,0.3667953667953668,0.47876447876447875,0.15444015444015444,0.11583011583011583,0.09652509652509653,24.506235034283737
282,GardevoirMega Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100,3,False,0.4045307443365696,0.4336569579288026,0.16181229773462782,0.12944983818770225,0.11326860841423948,36.21693894666785
283,Surskit,Bug,Water,269,40,30,32,50,52,65,3,False,0.29739776951672864,0.46096654275092935,0.241635687732342,0.07434944237918216,0.07434944237918216,12.198588260760157
284,Masquerain,Bug,Flying,414,70,60,62,80,82,60,3,False,0.33816425120772947,0.5169082125603864,0.14492753623188406,0.04830917874396135,0.04830917874396135,9.146948489341495
285,Shroomish,Grass,,295,60,40,60,40,60,35,3,False,0.2711864406779661,0.6101694915254238,0.11864406779661017,0.0,0.0,10.96078869830492
286,Breloom,Grass,Fighting,460,60,130,80,60,60,70,3,False,0.41304347826086957,0.43478260869565216,0.15217391304347827,0.15217391304347827,0.043478260869565216,24.944382578492938
287,Slakoth,Normal,,280,60,60,60,35,35,30,3,False,0.3392857142857143,0.5535714285714286,0.10714285714285714,0.08928571428571429,0.08928571428571429,13.43709624716425
288,Vigoroth,Normal,,440,80,80,80,55,55,90,3,False,0.3068181818181818,0.48863636363636365,0.20454545454545456,0.056818181818181816,0.056818181818181816,13.43709624716425
289,Slaking,Normal,,670,150,160,100,95,65,100,3,False,0.3805970149253731,0.4701492537313433,0.14925373134328357,0.09701492537313433,0.05223880597014925,32.99831645537222
290,Nincada,Bug,Ground,266,31,45,90,30,30,40,3,False,0.2819548872180451,0.5676691729323309,0.15037593984962405,0.05639097744360902,0.22556390977443608,21.186998109427602
291,Ninjask,Bug,Flying,456,61,90,45,50,50,160,3,False,0.30701754385964913,0.34210526315789475,0.3508771929824561,0.08771929824561403,0.010964912280701754,40.39389392800187
292,Shedinja,Bug,Ghost,236,1,90,45,30,30,40,3,False,0.5084745762711864,0.3220338983050847,0.1694915254237288,0.2542372881355932,0.0635593220338983,26.59365003571759
293,Whismur,Normal,,240,64,51,23,51,23,28,3,False,0.425,0.4583333333333333,0.11666666666666667,0.0,0.0,16.020819787597222
294,Loudred,Normal,,360,84,71,43,71,43,48,3,False,0.39444444444444443,0.4722222222222222,0.13333333333333333,0.0,0.0,16.020819787597222
295,Exploud,Normal,,490,104,91,63,91,73,68,3,False,0.37142857142857144,0.4897959183673469,0.13877551020408163,0.0,0.02040816326530612,14.624940645653538
296,Makuhita,Fighting,,237,72,60,30,20,30,25,3,False,0.33755274261603374,0.5569620253164557,0.10548523206751055,0.16877637130801687,0.0,19.354155453889827
297,Hariyama,Fighting,,474,144,120,60,40,60,50,3,False,0.33755274261603374,0.5569620253164557,0.10548523206751055,0.16877637130801687,0.0,38.708310907779655
298,Azurill,Normal,Fairy,190,50,20,40,20,40,20,3,False,0.21052631578947367,0.6842105263157895,0.10526315789473684,0.0,0.0,12.1335164821342
299,Nosepass,Rock,,375,30,45,135,45,90,30,3,False,0.24,0.68,0.08,0.0,0.12,38.16084380618437
300,Skitty,Normal,,260,50,45,45,35,35,50,3,False,0.3076923076923077,0.5,0.19230769230769232,0.038461538461538464,0.038461538461538464,6.236095644623235
301,Delcatty,Normal,,380,70,65,65,55,55,70,3,False,0.3157894736842105,0.5,0.18421052631578946,0.02631578947368421,0.02631578947368421,6.236095644623235
302,Sableye,Dark,Ghost,380,50,75,75,65,65,50,3,False,0.3684210526315789,0.5,0.13157894736842105,0.02631578947368421,0.02631578947368421,10.274023338281628
302,SableyeMega Sableye,Dark,Ghost,480,50,85,125,85,115,20,3,False,0.3541666666666667,0.6041666666666666,0.041666666666666664,0.0,0.020833333333333332,36.05551275463989
303,Mawile,Steel,Fairy,380,50,85,85,55,55,50,3,False,0.3684210526315789,0.5,0.13157894736842105,0.07894736842105263,0.07894736842105263,15.456030825826174
303,MawileMega Mawile,Steel,Fairy,480,50,105,125,55,95,50,3,False,0.3333333333333333,0.5625,0.10416666666666667,0.10416666666666667,0.0625,29.720924166878348
304,Aron,Steel,Rock,330,50,70,100,40,40,30,3,False,0.3333333333333333,0.5757575757575758,0.09090909090909091,0.09090909090909091,0.18181818181818182,23.629078131263043
305,Lairon,Steel,Rock,430,60,90,140,50,50,40,3,False,0.32558139534883723,0.5813953488372093,0.09302325581395349,0.09302325581395349,0.20930232558139536,34.359213546813834
306,Aggron,Steel,Rock,530,70,110,180,60,60,50,3,False,0.32075471698113206,0.5849056603773585,0.09433962264150944,0.09433962264150944,0.22641509433962265,45.24623986832742
306,AggronMega Aggron,Steel,,630,70,140,230,60,80,50,3,False,0.31746031746031744,0.6031746031746031,0.07936507936507936,0.12698412698412698,0.23809523809523808,62.91528696058958
307,Meditite,Fighting,Psychic,280,30,40,55,40,55,60,3,False,0.2857142857142857,0.5,0.21428571428571427,0.0,0.0,10.671873729054749
308,Medicham,Fighting,Psychic,410,60,60,75,60,75,80,3,False,0.2926829268292683,0.5121951219512195,0.1951219512195122,0.0,0.0,8.498365855987975
308,MedichamMega Medicham,Fighting,Psychic,510,60,100,85,80,85,100,3,False,0.35294117647058826,0.45098039215686275,0.19607843137254902,0.0392156862745098,0.0,13.5400640077266
309,Electrike,Electric,,295,40,45,40,65,40,65,3,False,0.3728813559322034,0.4067796610169492,0.22033898305084745,0.06779661016949153,0.0,11.334558757279535
310,Manectric,Electric,,475,70,75,60,105,60,105,3,False,0.37894736842105264,0.4,0.22105263157894736,0.06315789473684211,0.0,19.021187017522212
310,ManectricMega Manectric,Electric,,575,70,75,80,135,80,135,3,False,0.3652173913043478,0.4,0.23478260869565218,0.10434782608695652,0.0,27.901115071305345
311,Plusle,Electric,,405,60,50,40,85,75,95,3,False,0.3333333333333333,0.43209876543209874,0.2345679012345679,0.08641975308641975,0.08641975308641975,19.311050377094112
